LOG,Execution Date:  7/25/2023                    Execution Start Time: 15:33:30
LOG,*** BEGIN EXECUTION: AnnAGNPS v6.00.a.014_2022.03.08; 64-bit ***
WARNING,Section = "GLOBAL IDS FACTORS AND FLAGS DATA",ID = "",Parameter column = " 54",Unrecognized column header "Width_ Reserved_j". This column will be ignored.
WARNING,Section = "GLOBAL IDS FACTORS AND FLAGS DATA",ID = "",Parameter column = " 55",Unrecognized column header "Width_ Reserved_k". This column will be ignored.
WARNING,Section = "CROP DATA",ID = "",Parameter column = "  6",Unrecognized column header "'USLE_C_Fctr". This column will be ignored.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage_s1",Parameter = "Curve Number ID",Record # = "1862",A blank was encountered on the first event of a new management schedule with an operation date of "05/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage_s2",Parameter = "Curve Number ID",Record # = "1870",A blank was encountered on the first event of a new management schedule with an operation date of "05/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage_s3",Parameter = "Curve Number ID",Record # = "1880",A blank was encountered on the first event of a new management schedule with an operation date of "05/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage_s4",Parameter = "Curve Number ID",Record # = "1887",A blank was encountered on the first event of a new management schedule with an operation date of "05/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage_s5",Parameter = "Curve Number ID",Record # = "1896",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage_s6",Parameter = "Curve Number ID",Record # = "1900",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage_s7",Parameter = "Curve Number ID",Record # = "1905",A blank was encountered on the first event of a new management schedule with an operation date of "06/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage_s8",Parameter = "Curve Number ID",Record # = "1908",A blank was encountered on the first event of a new management schedule with an operation date of "06/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage_s9",Parameter = "Curve Number ID",Record # = "1911",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage_s10",Parameter = "Curve Number ID",Record # = "1915",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage_s11",Parameter = "Curve Number ID",Record # = "1920",A blank was encountered on the first event of a new management schedule with an operation date of "06/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage_s12",Parameter = "Curve Number ID",Record # = "1923",A blank was encountered on the first event of a new management schedule with an operation date of "06/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage_s13",Parameter = "Curve Number ID",Record # = "1926",A blank was encountered on the first event of a new management schedule with an operation date of "04/05/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage_s14",Parameter = "Curve Number ID",Record # = "1928",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "small_gr1",Parameter = "Curve Number ID",Record # = "1931",A blank was encountered on the first event of a new management schedule with an operation date of "09/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "small_gr2",Parameter = "Curve Number ID",Record # = "1934",A blank was encountered on the first event of a new management schedule with an operation date of "09/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "small_gr3",Parameter = "Curve Number ID",Record # = "1938",A blank was encountered on the first event of a new management schedule with an operation date of "09/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "small_gr4",Parameter = "Curve Number ID",Record # = "1943",A blank was encountered on the first event of a new management schedule with an operation date of "09/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "small_gr5",Parameter = "Curve Number ID",Record # = "1946",A blank was encountered on the first event of a new management schedule with an operation date of "09/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "small_gr6",Parameter = "Curve Number ID",Record # = "1950",A blank was encountered on the first event of a new management schedule with an operation date of "09/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "small_gr7",Parameter = "Curve Number ID",Record # = "1955",A blank was encountered on the first event of a new management schedule with an operation date of "09/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "kentucky_1",Parameter = "Curve Number ID",Record # = "1959",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "nwsg;_con1",Parameter = "Curve Number ID",Record # = "1961",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "nwsg;_hay_",Parameter = "Curve Number ID",Record # = "1963",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "nwsg;_rot1",Parameter = "Curve Number ID",Record # = "1965",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "nwsg;_rot2",Parameter = "Curve Number ID",Record # = "1968",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "nwsg;_seas",Parameter = "Curve Number ID",Record # = "1971",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "owb;_conti",Parameter = "Curve Number ID",Record # = "1973",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "owb;_hay_c",Parameter = "Curve Number ID",Record # = "1975",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "owb;_rota1",Parameter = "Curve Number ID",Record # = "1977",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "owb;_rota2",Parameter = "Curve Number ID",Record # = "1980",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "owb;_seaso",Parameter = "Curve Number ID",Record # = "1983",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "switchgra1",Parameter = "Curve Number ID",Record # = "1985",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "switchgra2",Parameter = "Curve Number ID",Record # = "1987",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "switchgra3",Parameter = "Curve Number ID",Record # = "1989",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "switchgra4",Parameter = "Curve Number ID",Record # = "1991",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes1",Parameter = "Curve Number ID",Record # = "1993",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes2",Parameter = "Curve Number ID",Record # = "1995",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes3",Parameter = "Curve Number ID",Record # = "1997",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes4",Parameter = "Curve Number ID",Record # = "1999",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes5",Parameter = "Curve Number ID",Record # = "2002",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes6",Parameter = "Curve Number ID",Record # = "2006",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes7",Parameter = "Curve Number ID",Record # = "2009",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes8",Parameter = "Curve Number ID",Record # = "2012",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes9",Parameter = "Curve Number ID",Record # = "2016",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes10",Parameter = "Curve Number ID",Record # = "2018",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes11",Parameter = "Curve Number ID",Record # = "2021",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes12",Parameter = "Curve Number ID",Record # = "2024",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes13",Parameter = "Curve Number ID",Record # = "2026",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage;_19",Parameter = "Curve Number ID",Record # = "2029",A blank was encountered on the first event of a new management schedule with an operation date of "03/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes14",Parameter = "Curve Number ID",Record # = "2032",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes15",Parameter = "Curve Number ID",Record # = "2034",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes16",Parameter = "Curve Number ID",Record # = "2037",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes17",Parameter = "Curve Number ID",Record # = "2042",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes18",Parameter = "Curve Number ID",Record # = "2047",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "tall_fes19",Parameter = "Curve Number ID",Record # = "2050",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "2lfalfa;_1",Parameter = "Curve Number ID",Record # = "2053",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "1lfalfa;_2",Parameter = "Curve Number ID",Record # = "2056",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "2lfalfa;_2",Parameter = "Curve Number ID",Record # = "2059",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "bermudag14",Parameter = "Curve Number ID",Record # = "2070",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "bermudag15",Parameter = "Curve Number ID",Record # = "2072",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "bermudag16",Parameter = "Curve Number ID",Record # = "2074",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "bermudag17",Parameter = "Curve Number ID",Record # = "2077",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "bermudag18",Parameter = "Curve Number ID",Record # = "2080",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "bermudag19",Parameter = "Curve Number ID",Record # = "2083",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "bermudag20",Parameter = "Curve Number ID",Record # = "2085",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "bermudag21",Parameter = "Curve Number ID",Record # = "2089",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "crabgras17",Parameter = "Curve Number ID",Record # = "2093",A blank was encountered on the first event of a new management schedule with an operation date of "05/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "crabgras18",Parameter = "Curve Number ID",Record # = "2098",A blank was encountered on the first event of a new management schedule with an operation date of "06/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "crabgras19",Parameter = "Curve Number ID",Record # = "2102",A blank was encountered on the first event of a new management schedule with an operation date of "06/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "crabgras20",Parameter = "Curve Number ID",Record # = "2107",A blank was encountered on the first event of a new management schedule with an operation date of "05/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "crabgras21",Parameter = "Curve Number ID",Record # = "2111",A blank was encountered on the first event of a new management schedule with an operation date of "06/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "crabgras22",Parameter = "Curve Number ID",Record # = "2114",A blank was encountered on the first event of a new management schedule with an operation date of "06/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "crabgras23",Parameter = "Curve Number ID",Record # = "2118",A blank was encountered on the first event of a new management schedule with an operation date of "05/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "crabgras24",Parameter = "Curve Number ID",Record # = "2121",A blank was encountered on the first event of a new management schedule with an operation date of "05/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "crabgras25",Parameter = "Curve Number ID",Record # = "2125",A blank was encountered on the first event of a new management schedule with an operation date of "05/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "crabgras26",Parameter = "Curve Number ID",Record # = "2132",A blank was encountered on the first event of a new management schedule with an operation date of "05/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "crabgras27",Parameter = "Curve Number ID",Record # = "2139",A blank was encountered on the first event of a new management schedule with an operation date of "05/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "crabgras28",Parameter = "Curve Number ID",Record # = "2148",A blank was encountered on the first event of a new management schedule with an operation date of "05/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "crabgras29",Parameter = "Curve Number ID",Record # = "2157",A blank was encountered on the first event of a new management schedule with an operation date of "05/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "crabgras30",Parameter = "Curve Number ID",Record # = "2164",A blank was encountered on the first event of a new management schedule with an operation date of "05/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "crabgras31",Parameter = "Curve Number ID",Record # = "2173",A blank was encountered on the first event of a new management schedule with an operation date of "05/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "crabgras32",Parameter = "Curve Number ID",Record # = "2180",A blank was encountered on the first event of a new management schedule with an operation date of "05/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage_s15",Parameter = "Curve Number ID",Record # = "2189",A blank was encountered on the first event of a new management schedule with an operation date of "05/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage_s16",Parameter = "Curve Number ID",Record # = "2198",A blank was encountered on the first event of a new management schedule with an operation date of "05/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage_s17",Parameter = "Curve Number ID",Record # = "2209",A blank was encountered on the first event of a new management schedule with an operation date of "05/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage_s18",Parameter = "Curve Number ID",Record # = "2216",A blank was encountered on the first event of a new management schedule with an operation date of "05/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage_s19",Parameter = "Curve Number ID",Record # = "2225",A blank was encountered on the first event of a new management schedule with an operation date of "04/05/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage_s20",Parameter = "Curve Number ID",Record # = "2227",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage_s21",Parameter = "Curve Number ID",Record # = "2230",A blank was encountered on the first event of a new management schedule with an operation date of "06/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage_s22",Parameter = "Curve Number ID",Record # = "2233",A blank was encountered on the first event of a new management schedule with an operation date of "06/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage_s23",Parameter = "Curve Number ID",Record # = "2237",A blank was encountered on the first event of a new management schedule with an operation date of "05/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage_s24",Parameter = "Curve Number ID",Record # = "2241",A blank was encountered on the first event of a new management schedule with an operation date of "05/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage_s25",Parameter = "Curve Number ID",Record # = "2246",A blank was encountered on the first event of a new management schedule with an operation date of "06/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage_s26",Parameter = "Curve Number ID",Record # = "2249",A blank was encountered on the first event of a new management schedule with an operation date of "06/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage_s27",Parameter = "Curve Number ID",Record # = "2253",A blank was encountered on the first event of a new management schedule with an operation date of "05/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "forage_s28",Parameter = "Curve Number ID",Record # = "2257",A blank was encountered on the first event of a new management schedule with an operation date of "05/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "gamagrass;",Parameter = "Curve Number ID",Record # = "2262",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "small_gr8",Parameter = "Curve Number ID",Record # = "2265",A blank was encountered on the first event of a new management schedule with an operation date of "09/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "small_gr9",Parameter = "Curve Number ID",Record # = "2268",A blank was encountered on the first event of a new management schedule with an operation date of "09/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "small_gr10",Parameter = "Curve Number ID",Record # = "2272",A blank was encountered on the first event of a new management schedule with an operation date of "09/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "small_gr11",Parameter = "Curve Number ID",Record # = "2275",A blank was encountered on the first event of a new management schedule with an operation date of "09/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "small_gr12",Parameter = "Curve Number ID",Record # = "2279",A blank was encountered on the first event of a new management schedule with an operation date of "09/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "small_gr13",Parameter = "Curve Number ID",Record # = "2283",A blank was encountered on the first event of a new management schedule with an operation date of "09/15/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "kentucky_2",Parameter = "Curve Number ID",Record # = "2288",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "kentucky_3",Parameter = "Curve Number ID",Record # = "2290",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "kentucky_4",Parameter = "Curve Number ID",Record # = "2292",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "kentucky_5",Parameter = "Curve Number ID",Record # = "2295",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "kentucky_6",Parameter = "Curve Number ID",Record # = "2298",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "nwsg;_con2",Parameter = "Curve Number ID",Record # = "2301",A blank was encountered on the first event of a new management schedule with an operation date of "04/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
WARNING,Section = "MANAGEMENT SCHEDULE DATA:",ID = "nwsg;_rot3",Parameter = "Curve Number ID",Record # = "2303",A blank was encountered on the first event of a new management schedule with an operation date of "01/01/0001". The internally defined global default crop RCN ID of "Default Crop CN" will be used.
